event_id,event_name,date,location,fight_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee,r_name,r_id,r_kd,r_sig_str_landed,r_sig_str_atmpted,r_sig_str_acc,r_total_str_landed,r_total_str_atmpted,r_total_str_acc,r_td_landed,r_td_atmpted,r_td_acc,r_sub_att,r_ctrl,r_head_landed,r_head_atmpted,r_head_acc,r_body_landed,r_body_atmpted,r_body_acc,r_leg_landed,r_leg_atmpted,r_leg_acc,r_dist_landed,r_dist_atmpted,r_dist_acc,r_clinch_landed,r_clinch_atmpted,r_clinch_acc,r_ground_landed,r_ground_atmpted,r_ground_acc,r_landed_head_per,r_landed_body_per,r_landed_leg_per,r_landed_dist_per,r_landed_clinch_per,r_landed_ground_per,r_nick_name,r_wins,r_losses,r_draws,r_height,r_weight,r_reach,r_stance,r_dob,r_splm,r_str_acc,r_sapm,r_str_def,r_td_avg,r_td_avg_acc,r_td_def,r_sub_avg,b_name,b_id,b_kd,b_sig_str_landed,b_sig_str_atmpted,b_sig_str_acc,b_total_str_landed,b_total_str_atmpted,b_total_str_acc,b_td_landed,b_td_atmpted,b_td_acc,b_sub_att,b_ctrl,b_head_landed,b_head_atmpted,b_head_acc,b_body_landed,b_body_atmpted,b_body_acc,b_leg_landed,b_leg_atmpted,b_leg_acc,b_dist_landed,b_dist_atmpted,b_dist_acc,b_clinch_landed,b_clinch_atmpted,b_clinch_acc,b_ground_landed,b_ground_atmpted,b_ground_acc,b_landed_head_per,b_landed_body_per,b_landed_leg_per,b_landed_dist_per,b_landed_clinch_per,b_landed_ground_per,b_nick_name,b_wins,b_losses,b_draws,b_height,b_weight,b_reach,b_stance,b_dob,b_splm,b_str_acc,b_sapm,b_str_def,b_td_avg,b_td_avg_acc,b_td_def,b_sub_avg,winner,winner_id,r_mmr_pre,b_mmr_pre,r_mu_pre,r_sigma_pre,b_mu_pre,b_sigma_pre
ee5df903f80c6816,UFC 66: Liddell vs Ortiz 2,2006-12-30,"Las Vegas, Nevada, USA",cc02aaf53503d022,welterweight,0,KO/TKO,2,70.0,3.0,John McCarthy,Thiago Alves,31ee470ef5dc8d7f,2.0,26.0,49.0,53.0,41.0,65.0,63.0,0.0,0.0,,1.0,104.0,26.0,48.0,54.0,0.0,0.0,,0.0,1.0,0.0,3.0,8.0,38.0,0.0,0.0,,23.0,41.0,56.0,100.0,0.0,0.0,11.0,0.0,88.0,Pitbull,23.0,15.0,0.0,175.26,77.11,177.8,Orthodox,1983/10/03,3.73,41.0,3.42,62.0,0.71,60.0,63.0,0.3,Tony DeSouza,6ad9058b7c7898b0,0.0,1.0,10.0,10.0,2.0,11.0,18.0,0.0,8.0,0.0,0.0,26.0,0.0,9.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,9.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,100.0,0.0,0.0,100.0,0.0,,11.0,4.0,0.0,182.88,77.11,177.8,Southpaw,1974/07/26,1.12,52.0,1.57,41.0,2.25,42.0,40.0,1.5,Thiago Alves,31ee470ef5dc8d7f,12.13987347459896,11.93324048225351,27.78678022362425,5.215635583008431,29.73125750795424,5.932672341900243
ee5df903f80c6816,UFC 66: Liddell vs Ortiz 2,2006-12-30,"Las Vegas, Nevada, USA",da666b02372a465b,light heavyweight,0,KO/TKO,1,264.0,3.0,Mario Yamasaki,Michael Bisping,2b93ebd9f5417ad2,0.0,19.0,33.0,57.0,21.0,35.0,60.0,0.0,1.0,0.0,0.0,40.0,15.0,28.0,54.0,3.0,4.0,75.0,1.0,1.0,100.0,7.0,15.0,47.0,2.0,2.0,100.0,10.0,16.0,62.0,78.0,15.0,5.0,36.0,10.0,52.0,The Count,30.0,9.0,0.0,185.42,83.91,190.5,Orthodox,1979/02/28,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,Eric Schafer,f59f1d3a2ff13edd,0.0,3.0,6.0,50.0,10.0,13.0,77.0,3.0,7.0,42.0,2.0,151.0,1.0,3.0,33.0,2.0,3.0,67.0,0.0,0.0,,0.0,1.0,0.0,2.0,4.0,50.0,1.0,1.0,100.0,33.0,66.0,0.0,0.0,66.0,33.0,Red,14.0,8.0,2.0,190.5,83.91,193.04,Orthodox,1977/09/20,1.89,34.0,3.38,56.0,1.81,36.0,50.0,1.8,Michael Bisping,2b93ebd9f5417ad2,7.027663046548192,7.980424625854674,29.034874288772464,7.335737080741424,29.375888898175287,7.131821424106871
ee5df903f80c6816,UFC 66: Liddell vs Ortiz 2,2006-12-30,"Las Vegas, Nevada, USA",f507b715628d7bcb,light heavyweight,1,KO/TKO,3,239.0,5.0,Mario Yamasaki,Chuck Liddell,a390eb8a9b2df298,1.0,49.0,132.0,37.0,51.0,138.0,37.0,0.0,0.0,,0.0,73.0,40.0,123.0,33.0,5.0,5.0,100.0,4.0,4.0,100.0,33.0,86.0,38.0,1.0,2.0,50.0,15.0,44.0,34.0,81.0,10.0,8.0,67.0,2.0,30.0,The Iceman,21.0,8.0,0.0,187.96,92.99,193.04,Orthodox,1969/12/17,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,Tito Ortiz,2f732dd9210d301f,0.0,21.0,76.0,27.0,21.0,76.0,28.0,1.0,8.0,12.0,0.0,19.0,7.0,55.0,13.0,5.0,6.0,83.0,9.0,15.0,60.0,19.0,74.0,26.0,2.0,2.0,100.0,0.0,0.0,,33.0,23.0,42.0,90.0,9.0,0.0,The People's Champ,19.0,12.0,1.0,190.5,92.99,187.96,Orthodox,1975/01/23,2.59,46.0,2.88,60.0,2.47,35.0,54.0,0.6,Chuck Liddell,a390eb8a9b2df298,26.987595836614588,24.1478916744231,38.81749287249927,3.94329901196156,36.07066546645505,3.9742579306773154
13c4313ed0f744f3,UFC Fight Night: Evans vs Salmon,2007-01-25,"Hollywood, Florida, USA",14df6d96c5f2d1df,welterweight,0,Submission,2,293.0,3.0,Troy Waugh,Rich Clementi,7d21de9c6d7c98b2,0.0,23.0,63.0,36.0,26.0,66.0,39.0,1.0,1.0,100.0,1.0,42.0,8.0,43.0,19.0,5.0,7.0,71.0,10.0,13.0,77.0,23.0,63.0,37.0,0.0,0.0,,0.0,0.0,,34.0,21.0,43.0,100.0,0.0,0.0,No Love,45.0,23.0,1.0,175.26,70.31,182.88,Southpaw,1976/03/31,1.43,37.0,2.29,60.0,1.72,42.0,25.0,1.1,Ross Pointon,7215953cd5c6254d,0.0,23.0,104.0,22.0,23.0,104.0,22.0,0.0,0.0,,0.0,0.0,6.0,86.0,7.0,2.0,3.0,67.0,15.0,15.0,100.0,21.0,100.0,21.0,2.0,4.0,50.0,0.0,0.0,,26.0,8.0,65.0,91.0,8.0,0.0,The Gladiator,6.0,17.0,0.0,172.72,77.11,,Orthodox,1980/02/18,2.62,23.0,2.77,58.0,1.19,100.0,0.0,0.0,Rich Clementi,7d21de9c6d7c98b2,-2.0591974361416447,-1.0577986968775903,17.4490844351745,6.502760623772048,20.96512571122753,7.340974802701708
13c4313ed0f744f3,UFC Fight Night: Evans vs Salmon,2007-01-25,"Hollywood, Florida, USA",17b2d89ceb879a29,lightweight,0,KO/TKO,2,243.0,3.0,Jorge Alonso,Hermes Franca,e0ec3c3b6b611f7e,0.0,25.0,80.0,31.0,57.0,118.0,48.0,2.0,5.0,40.0,2.0,233.0,23.0,76.0,30.0,2.0,4.0,50.0,0.0,0.0,,12.0,43.0,28.0,5.0,10.0,50.0,8.0,27.0,30.0,92.0,8.0,0.0,48.0,20.0,32.0,,24.0,17.0,0.0,167.64,70.31,180.34,Orthodox,1974/08/26,1.78,39.0,2.85,55.0,1.53,36.0,37.0,2.4,Spencer Fisher,f34312c2ccfa0e00,0.0,24.0,61.0,39.0,52.0,90.0,57.0,0.0,0.0,,0.0,4.0,10.0,43.0,23.0,8.0,11.0,73.0,6.0,7.0,86.0,22.0,53.0,42.0,1.0,7.0,14.0,1.0,1.0,100.0,41.0,33.0,25.0,91.0,4.0,4.0,The King,24.0,9.0,0.0,170.18,70.31,172.72,Southpaw,1976/05/09,3.17,43.0,3.03,64.0,0.67,30.0,60.0,0.8,Hermes Franca,e0ec3c3b6b611f7e,15.178517413866162,14.57179558223623,29.63080151854289,4.817428034892243,30.59323640522917,5.340480274330981
13c4313ed0f744f3,UFC Fight Night: Evans vs Salmon,2007-01-25,"Hollywood, Florida, USA",221928c8441779e4,middleweight,0,Submission,1,178.0,3.0,Jorge Alonso,Ed Herman,06f36cf4bd97ec77,0.0,5.0,9.0,55.0,13.0,22.0,59.0,1.0,2.0,50.0,1.0,163.0,5.0,9.0,56.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,100.0,4.0,7.0,56.0,100.0,0.0,0.0,0.0,20.0,80.0,Short Fuse,27.0,16.0,0.0,185.42,92.99,195.58,Orthodox,1980/10/02,3.31,48.0,3.71,42.0,1.96,47.0,59.0,1.0,Chris Price,0597a4528ebd1307,0.0,5.0,5.0,100.0,8.0,9.0,89.0,0.0,0.0,,1.0,3.0,1.0,1.0,100.0,4.0,4.0,100.0,0.0,0.0,,1.0,1.0,100.0,4.0,4.0,100.0,0.0,0.0,,20.0,80.0,0.0,20.0,80.0,0.0,The Exorcist,19.0,4.0,0.0,187.96,83.91,,Southpaw,1982/11/09,1.44,66.0,2.59,48.0,0.0,0.0,33.0,2.2,Ed Herman,06f36cf4bd97ec77,-1.570205510120239,-0.3058296299098622,18.46351785049345,6.67790778687123,21.758546358408903,7.354791996106256
13c4313ed0f744f3,UFC Fight Night: Evans vs Salmon,2007-01-25,"Hollywood, Florida, USA",539a550c0c1acd3e,welterweight,0,Decision - Unanimous,3,300.0,3.0,Troy Waugh,Joshua Burkman,6da99156486ed6c2,0.0,27.0,49.0,55.0,69.0,94.0,73.0,9.0,12.0,75.0,0.0,736.0,16.0,37.0,43.0,3.0,3.0,100.0,8.0,9.0,89.0,4.0,15.0,27.0,9.0,10.0,90.0,14.0,24.0,57.0,59.0,11.0,29.0,14.0,33.0,51.0,The People's Warrior,28.0,16.0,0.0,177.8,77.11,182.88,Orthodox,1980/04/10,2.69,43.0,3.13,51.0,2.53,36.0,72.0,0.3,Chad Reiner,d8022d5526b1d937,0.0,6.0,30.0,20.0,41.0,68.0,60.0,1.0,3.0,33.0,2.0,87.0,3.0,22.0,14.0,2.0,4.0,50.0,1.0,4.0,25.0,3.0,24.0,12.0,3.0,6.0,50.0,0.0,0.0,,50.0,33.0,16.0,50.0,50.0,0.0,The Grinder,33.0,18.0,0.0,180.34,77.11,,Orthodox,1981/06/29,0.53,20.0,1.97,46.0,0.99,33.0,25.0,2.0,Joshua Burkman,6da99156486ed6c2,16.02214766861492,0.0,31.755203859350747,5.244352063578609,25.0,8.333333333333334
13c4313ed0f744f3,UFC Fight Night: Evans vs Salmon,2007-01-25,"Hollywood, Florida, USA",7253daded133e97c,middleweight,0,Decision - Unanimous,3,300.0,3.0,John McCarthy,Nate Marquardt,a8e6a69796280f17,4.0,53.0,98.0,54.0,66.0,112.0,59.0,2.0,2.0,100.0,0.0,503.0,42.0,84.0,50.0,5.0,8.0,62.0,6.0,6.0,100.0,24.0,59.0,41.0,12.0,14.0,86.0,17.0,25.0,68.0,79.0,9.0,11.0,45.0,22.0,32.0,The Great,35.0,19.0,2.0,182.88,83.91,187.96,Orthodox,1979/04/20,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,Dean Lister,68c6cd5287b473a7,0.0,18.0,43.0,41.0,27.0,55.0,49.0,0.0,11.0,0.0,0.0,0.0,9.0,32.0,28.0,0.0,0.0,,9.0,11.0,82.0,17.0,40.0,42.0,0.0,2.0,0.0,1.0,1.0,100.0,50.0,0.0,50.0,94.0,0.0,5.0,The Boogeyman,13.0,7.0,0.0,185.42,83.91,190.5,Orthodox,1976/02/13,1.26,35.0,1.89,61.0,1.58,15.0,50.0,1.1,Nate Marquardt,a8e6a69796280f17,16.370806875952315,12.637552787587907,34.3743686206068,6.001187248218162,32.28609825489855,6.549515155770213
13c4313ed0f744f3,UFC Fight Night: Evans vs Salmon,2007-01-25,"Hollywood, Florida, USA",830e59a396dddec3,heavyweight,0,Decision - Unanimous,3,300.0,3.0,John McCarthy,Jake O'Brien,20bcc9966affb19c,0.0,13.0,41.0,31.0,46.0,76.0,61.0,6.0,8.0,75.0,1.0,595.0,12.0,40.0,30.0,1.0,1.0,100.0,0.0,0.0,,2.0,20.0,10.0,0.0,0.0,,11.0,21.0,52.0,92.0,7.0,0.0,15.0,0.0,84.0,Irish,15.0,4.0,0.0,190.5,92.99,193.04,Orthodox,1984/09/25,1.31,31.0,1.92,69.0,6.39,54.0,25.0,0.2,Heath Herring,7450525c7ba032a0,1.0,11.0,61.0,18.0,32.0,83.0,39.0,1.0,1.0,100.0,1.0,41.0,9.0,59.0,15.0,2.0,2.0,100.0,0.0,0.0,,4.0,49.0,8.0,0.0,3.0,0.0,7.0,9.0,78.0,81.0,18.0,0.0,36.0,0.0,63.0,The Texas Crazy Horse,28.0,16.0,0.0,193.04,113.4,198.12,Orthodox,1978/03/02,2.37,50.0,1.77,54.0,1.22,50.0,32.0,0.7,Jake O'Brien,20bcc9966affb19c,11.533829874783404,0.0,31.53464450710139,6.666938210772663,25.0,8.333333333333334
13c4313ed0f744f3,UFC Fight Night: Evans vs Salmon,2007-01-25,"Hollywood, Florida, USA",88d9e7ec7f228908,light heavyweight,0,KO/TKO,2,66.0,3.0,Troy Waugh,Rashad Evans,ee779c43a8926d52,1.0,13.0,35.0,37.0,13.0,35.0,37.0,0.0,0.0,,0.0,3.0,10.0,30.0,33.0,3.0,5.0,60.0,0.0,0.0,,6.0,26.0,23.0,6.0,8.0,75.0,1.0,1.0,100.0,76.0,23.0,0.0,46.0,46.0,7.0,Suga,19.0,8.0,1.0,182.88,92.99,190.5,Orthodox,1979/09/25,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,Sean Salmon,7c0847d3854a95f2,0.0,10.0,28.0,35.0,15.0,33.0,45.0,2.0,3.0,66.0,0.0,52.0,10.0,27.0,37.0,0.0,1.0,0.0,0.0,0.0,,2.0,16.0,12.0,2.0,5.0,40.0,6.0,7.0,86.0,100.0,0.0,0.0,20.0,20.0,60.0,,18.0,21.0,0.0,177.8,83.91,,Southpaw,1977/09/11,1.49,33.0,2.03,65.0,4.06,50.0,0.0,0.0,Rashad Evans,ee779c43a8926d52,21.055345019523926,0.0,36.97520420201296,5.306619727496343,25.0,8.333333333333334
13c4313ed0f744f3,UFC Fight Night: Evans vs Salmon,2007-01-25,"Hollywood, Florida, USA",9c9039f921aa86ca,lightweight,0,Decision - Unanimous,3,300.0,3.0,John McCarthy,Din Thomas,40a604761ca7d64d,0.0,33.0,113.0,29.0,51.0,131.0,39.0,0.0,0.0,,1.0,48.0,28.0,108.0,26.0,1.0,1.0,100.0,4.0,4.0,100.0,27.0,103.0,26.0,4.0,7.0,56.0,2.0,3.0,67.0,84.0,3.0,12.0,81.0,12.0,6.0,Dinyero,26.0,9.0,0.0,175.26,70.31,,Orthodox,1976/09/28,1.85,37.0,2.6,59.0,1.38,52.0,76.0,1.2,Clay Guida,c47df9303d318c67,0.0,33.0,105.0,31.0,93.0,170.0,55.0,5.0,16.0,31.0,0.0,412.0,29.0,99.0,28.0,1.0,3.0,33.0,3.0,3.0,100.0,13.0,69.0,19.0,1.0,3.0,33.0,19.0,33.0,57.0,87.0,3.0,9.0,39.0,3.0,57.0,The Carpenter,38.0,22.0,0.0,170.18,70.31,177.8,Orthodox,1981/12/08,2.63,33.0,3.0,61.0,3.1,35.0,66.0,0.6,Din Thomas,40a604761ca7d64d,12.23593255364925,7.079717482413418,27.845123692054464,5.203063712801739,29.034874288772468,7.318385602119683
63b65af1c5cb02cb,UFC 67: All or Nothing,2007-02-03,"Las Vegas, Nevada, USA",063599b1d4107289,lightweight,0,Decision - Unanimous,3,300.0,3.0,Steve Mazzagatti,Frankie Edgar,f2688492b9a525a3,0.0,55.0,100.0,55.0,92.0,141.0,65.0,8.0,15.0,53.0,0.0,299.0,43.0,86.0,50.0,11.0,12.0,92.0,1.0,2.0,50.0,13.0,46.0,28.0,24.0,31.0,77.0,18.0,23.0,78.0,78.0,20.0,1.0,23.0,43.0,32.0,The Answer,23.0,11.0,1.0,167.64,61.23,172.72,Orthodox,1981/10/16,3.77,40.0,2.82,65.0,2.29,31.0,65.0,0.3,Tyson Griffin,20205040232ed0f3,0.0,38.0,115.0,33.0,42.0,119.0,35.0,3.0,6.0,50.0,4.0,98.0,18.0,91.0,20.0,10.0,13.0,77.0,10.0,11.0,91.0,33.0,109.0,30.0,4.0,5.0,80.0,1.0,1.0,100.0,47.0,26.0,26.0,86.0,10.0,2.0,,16.0,8.0,0.0,167.64,65.77,172.72,Orthodox,1984/04/20,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9,Frankie Edgar,f2688492b9a525a3,0.0,7.0615449526606255,25.0,8.333333333333334,29.034874288772468,7.32444311203728
63b65af1c5cb02cb,UFC 67: All or Nothing,2007-02-03,"Las Vegas, Nevada, USA",33065e87a42a74a2,middleweight,0,Submission,2,131.0,3.0,Herb Dean,Anderson Silva,1f454354805b6f75,0.0,9.0,11.0,81.0,28.0,33.0,85.0,0.0,0.0,,2.0,26.0,8.0,9.0,89.0,0.0,1.0,0.0,1.0,1.0,100.0,2.0,3.0,67.0,0.0,0.0,,7.0,8.0,88.0,88.0,0.0,11.0,22.0,0.0,77.0,The Spider,34.0,11.0,0.0,187.96,83.91,195.58,Southpaw,1975/04/14,3.05,61.0,2.05,60.0,0.5,77.0,69.0,0.8,Travis Lutter,622f015c81a9b13a,0.0,8.0,16.0,50.0,14.0,22.0,64.0,3.0,5.0,60.0,0.0,294.0,7.0,15.0,47.0,1.0,1.0,100.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,,8.0,14.0,56.0,87.0,12.0,0.0,0.0,0.0,100.0,The Serial Killer,10.0,6.0,0.0,180.34,83.91,190.5,Orthodox,1973/05/12,0.41,32.0,2.42,42.0,1.95,24.0,30.0,0.7,Anderson Silva,1f454354805b6f75,21.4614843316591,7.89753802405259,38.38920867025841,5.642574779533104,24.603701933316746,5.568721303088051
63b65af1c5cb02cb,UFC 67: All or Nothing,2007-02-03,"Las Vegas, Nevada, USA",5d06b45564f62c80,lightweight,0,KO/TKO,1,19.0,3.0,Yves Lavigne,Roger Huerta,daf1b84aebd6602b,0.0,13.0,18.0,72.0,13.0,18.0,72.0,1.0,1.0,100.0,0.0,12.0,13.0,18.0,72.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,13.0,17.0,76.0,100.0,0.0,0.0,0.0,0.0,100.0,El Matador,23.0,9.0,1.0,175.26,70.31,177.8,Orthodox,1983/05/20,3.64,36.0,2.33,56.0,2.13,46.0,52.0,0.5,John Halverson,88c8f47241d90040,0.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,,0.0,100.0,0.0,100.0,0.0,0.0,The Hurricane,16.0,8.0,0.0,175.26,70.31,,Southpaw,1972/09/08,2.94,43.0,5.29,47.0,0.0,0.0,66.0,2.0,Roger Huerta,daf1b84aebd6602b,7.0615449526606255,0.0,29.034874288772468,7.32444311203728,25.0,8.333333333333334
63b65af1c5cb02cb,UFC 67: All or Nothing,2007-02-03,"Las Vegas, Nevada, USA",77df989840c76a08,light heavyweight,0,Decision - Unanimous,3,300.0,3.0,John McCarthy,Lyoto Machida,f7a7f7118d4b01b6,1.0,62.0,95.0,65.0,84.0,117.0,72.0,4.0,4.0,100.0,0.0,466.0,42.0,69.0,61.0,6.0,8.0,75.0,14.0,18.0,78.0,35.0,53.0,66.0,5.0,9.0,56.0,22.0,33.0,67.0,67.0,9.0,22.0,56.0,8.0,35.0,The Dragon,24.0,8.0,0.0,185.42,83.91,187.96,Southpaw,1978/05/30,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,Sam Hoger,84a067c46306a737,0.0,11.0,47.0,23.0,40.0,78.0,51.0,1.0,7.0,14.0,0.0,25.0,6.0,37.0,16.0,3.0,6.0,50.0,2.0,4.0,50.0,11.0,41.0,27.0,0.0,5.0,0.0,0.0,1.0,0.0,54.0,27.0,18.0,100.0,0.0,0.0,The Alaskan Assassin,10.0,4.0,0.0,187.96,92.99,,Orthodox,1980/06/28,1.07,25.0,2.25,57.0,1.12,38.0,29.0,1.3,Lyoto Machida,f7a7f7118d4b01b6,0.0,8.07873064692738,25.0,8.333333333333334,24.525198876990085,5.482156076687568
63b65af1c5cb02cb,UFC 67: All or Nothing,2007-02-03,"Las Vegas, Nevada, USA",c1df212ba092c404,light heavyweight,0,KO/TKO,2,229.0,3.0,John McCarthy,Quinton Jackson,ffc088e64fab57e9,1.0,45.0,74.0,60.0,55.0,84.0,65.0,0.0,1.0,0.0,0.0,61.0,31.0,59.0,53.0,12.0,13.0,92.0,2.0,2.0,100.0,13.0,34.0,38.0,31.0,39.0,79.0,1.0,1.0,100.0,68.0,26.0,4.0,28.0,68.0,2.0,Rampage,37.0,12.0,0.0,185.42,92.99,185.42,Orthodox,1978/06/20,3.25,54.0,2.51,55.0,1.52,56.0,73.0,0.1,Marvin Eastman,05866d8c3a321856,0.0,15.0,54.0,27.0,25.0,64.0,39.0,0.0,1.0,0.0,0.0,31.0,9.0,47.0,19.0,5.0,5.0,100.0,1.0,2.0,50.0,5.0,41.0,12.0,10.0,13.0,77.0,0.0,0.0,,60.0,33.0,6.0,33.0,66.0,0.0,The Beastman,18.0,15.0,1.0,175.26,83.91,185.42,Orthodox,1971/06/08,2.21,35.0,3.92,42.0,1.38,33.0,81.0,0.0,Quinton Jackson,ffc088e64fab57e9,0.0,-2.4988904381748327,25.0,8.333333333333334,17.912273887769636,6.80372144198149
63b65af1c5cb02cb,UFC 67: All or Nothing,2007-02-03,"Las Vegas, Nevada, USA",c742bd1673635ded,middleweight,0,KO/TKO,1,14.0,3.0,Herb Dean,Terry Martin,6a92caba39b64752,1.0,4.0,4.0,100.0,4.0,4.0,100.0,0.0,0.0,,0.0,5.0,4.0,4.0,100.0,0.0,0.0,,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,3.0,3.0,100.0,100.0,0.0,0.0,25.0,0.0,75.0,,23.0,11.0,0.0,172.72,83.91,180.34,Orthodox,1980/10/10,2.82,43.0,3.13,54.0,3.1,42.0,92.0,0.0,Jorge Rivera,cb46dface0e28a2c,0.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,,0.0,0.0,100.0,100.0,0.0,0.0,El Conquistador,20.0,9.0,0.0,185.42,83.91,185.42,Orthodox,1972/02/28,3.16,48.0,2.64,54.0,0.84,50.0,63.0,0.1,Terry Martin,6a92caba39b64752,-1.9423671679123973,12.039111833092338,17.947193063245702,6.629853410386033,26.77720863969133,4.912698935533
63b65af1c5cb02cb,UFC 67: All or Nothing,2007-02-03,"Las Vegas, Nevada, USA",ca5b6d6a26891f4b,heavyweight,0,KO/TKO,1,273.0,3.0,Steve Mazzagatti,Mirko Filipovic,c32fb8c0f6471a4d,1.0,20.0,39.0,51.0,32.0,51.0,63.0,0.0,0.0,,0.0,58.0,16.0,34.0,47.0,3.0,3.0,100.0,1.0,2.0,50.0,12.0,26.0,46.0,1.0,3.0,33.0,7.0,10.0,70.0,80.0,15.0,5.0,60.0,5.0,35.0,Cro Cop,35.0,11.0,2.0,187.96,104.33,185.42,Southpaw,1974/09/10,2.11,50.0,1.89,63.0,0.19,40.0,78.0,0.3,Eddie Sanchez,7f0b4a75ef3039a3,0.0,5.0,40.0,12.0,5.0,40.0,12.0,0.0,0.0,,0.0,0.0,4.0,38.0,11.0,1.0,1.0,100.0,0.0,1.0,0.0,3.0,37.0,8.0,2.0,3.0,67.0,0.0,0.0,,80.0,20.0,0.0,60.0,40.0,0.0,The Manic Hispanic,15.0,8.0,0.0,187.96,104.33,187.96,Orthodox,1982/11/04,3.45,43.0,3.3,43.0,1.13,26.0,42.0,0.0,Mirko Filipovic,c32fb8c0f6471a4d,0.0,7.0615449526606255,25.0,8.333333333333334,29.034874288772468,7.32444311203728
63b65af1c5cb02cb,UFC 67: All or Nothing,2007-02-03,"Las Vegas, Nevada, USA",d6e35b8c66732da6,lightweight,0,Decision - Unanimous,3,300.0,3.0,Yves Lavigne,Dustin Hazelett,a149d6bc670cdb60,0.0,44.0,105.0,41.0,83.0,147.0,56.0,1.0,1.0,100.0,1.0,255.0,39.0,96.0,41.0,2.0,2.0,100.0,3.0,7.0,43.0,18.0,47.0,38.0,5.0,7.0,71.0,21.0,51.0,41.0,88.0,4.0,6.0,40.0,11.0,47.0,McLovin,12.0,7.0,0.0,185.42,77.11,193.04,Orthodox,1986/04/29,2.24,40.0,3.51,46.0,0.55,50.0,25.0,4.1,Diego Saraiva,4f4dac51adc1af4f,0.0,14.0,32.0,43.0,59.0,78.0,76.0,4.0,8.0,50.0,0.0,346.0,12.0,29.0,41.0,1.0,1.0,100.0,1.0,2.0,50.0,10.0,26.0,38.0,0.0,0.0,,4.0,6.0,67.0,85.0,7.0,7.0,71.0,0.0,28.0,The Octopus,22.0,20.0,1.0,167.64,70.31,,Orthodox,1982/04/23,1.64,32.0,3.58,62.0,1.33,40.0,0.0,0.7,Dustin Hazelett,a149d6bc670cdb60,-0.3577271172354805,0.0,21.29807901912518,7.218602045453553,25.0,8.333333333333334
63b65af1c5cb02cb,UFC 67: All or Nothing,2007-02-03,"Las Vegas, Nevada, USA",f0b7729fba7e4533,middleweight,0,Decision - Unanimous,3,300.0,3.0,Yves Lavigne,Patrick Cote,9fa3bd637edd9aa2,0.0,50.0,86.0,58.0,58.0,94.0,62.0,1.0,3.0,33.0,0.0,146.0,24.0,56.0,43.0,10.0,12.0,83.0,16.0,18.0,89.0,28.0,47.0,60.0,19.0,32.0,59.0,3.0,7.0,43.0,48.0,20.0,32.0,56.0,38.0,6.0,The Predator,23.0,11.0,0.0,180.34,77.11,190.5,Orthodox,1980/02/29,2.81,48.0,3.21,48.0,0.68,20.0,43.0,0.2,Scott Smith,3410cf010558dc8b,0.0,34.0,90.0,37.0,35.0,91.0,38.0,0.0,3.0,0.0,0.0,171.0,28.0,76.0,37.0,2.0,5.0,40.0,4.0,9.0,44.0,19.0,58.0,33.0,15.0,32.0,47.0,0.0,0.0,,82.0,5.0,11.0,55.0,44.0,0.0,Hands of Steel,18.0,11.0,0.0,182.88,83.91,177.8,Orthodox,1979/05/21,1.9,27.0,5.87,50.0,0.12,6.0,58.0,0.5,Patrick Cote,9fa3bd637edd9aa2,-1.4699247491757177,7.837503179536494,15.618686072471352,5.69620360721569,26.6064134762649,6.256303432242802
