date,fighter_a,fighter_b,odds_a,odds_b
2011-10-08,Chael Sonnen,Brian Stann,-260.0,240.0
2011-10-08,Leonard Garcia,Nam Phan,215.0,-235.0
2011-10-08,Melvin Guillard,Joe Lauzon,-500.0,435.0
2011-10-08,Demian Maia,Jorge Santiago,-290.0,260.0
2011-10-08,Anthony Pettis,Jeremy Stephens,-280.0,255.0
2011-10-08,Joey Beltran,Stipe Miocic,255.0,-280.0
2011-10-08,Tiequan Zhang,Darren Elkins,-135.0,125.0
2011-10-08,Aaron Simpson,Eric Schafer,-400.0,355.0
2011-10-08,Steve Cantwell,Mike Massenzio,-155.0,145.0
2011-10-29,Cheick Kongo,Matt Mitrione,118.0,-128.0
2011-10-29,Mirko Cro Cop,Roy Nelson,190.0,-210.0
2011-10-29,Scott Jorgensen,Jeff Curran,-410.0,365.0
2011-10-29,Hatsu Hioki,George Roop,-315.0,285.0
2011-10-29,BJ Penn,Nick Diaz,105.0,-115.0
2011-10-29,Tyson Griffin,Bart Palaszewski,-295.0,265.0
2011-10-29,Brandon Vera,Eliot Marshall,-380.0,340.0
2011-10-29,Ramsey Nijem,Danny Downes,-195.0,180.0
2011-10-29,Chris Camozzi,Francis Carmont,-115.0,105.0
2011-10-29,Dustin Jacoby,Clifford Starks,-120.0,110.0
2011-10-29,Dennis Siver,Donald Cerrone,215.0,-235.0
2011-11-05,Brad Pickett,Renan Barao,115.0,-125.0
2011-11-05,Thiago Alves,Papy Abedi,-335.0,305.0
2011-11-05,Cyrille Diabate,Anthony Perosh,-355.0,320.0
2011-11-05,Terry Etim,Edward Faaloloto,-660.0,540.0
2011-11-05,Chris Leben,Mark Munoz,205.0,-225.0
2011-11-05,Rob Broughton,Philip De Fries,145.0,-155.0
2011-11-05,Michihiro Omigawa,Jason Young,-210.0,190.0
2011-11-05,Chris Cope,Che Mills,235.0,-255.0
2011-11-05,Chris Cariaso,Vaughan Lee,-205.0,188.0
2011-11-05,John Maguire,Justin Edwards,120.0,-130.0
2011-11-12,Cain Velasquez,Junior Dos Santos,-125.0,115.0
2011-11-12,Clay Guida,Benson Henderson,245.0,-265.0
2011-11-12,Dustin Poirier,Pablo Garza,-225.0,205.0
2011-11-12,Cub Swanson,Ricardo Lamas,165.0,-175.0
2011-11-12,Norifumi Yamamoto,Darren Uyenoyama,-390.0,348.0
2011-11-12,Alex Caceres,Cole Escovedo,248.0,-270.0
2011-11-12,Mike Pierce,Paul Bradley,-300.0,270.0
2011-11-12,Aaron Rosa,Matt Lucas,-120.0,110.0
2011-11-12,DaMarques Johnson,Clay Harvison,-260.0,240.0
2011-11-19,Rick Story,Martin Kampmann,-110.0,100.0
2011-11-19,Mauricio Rua,Dan Henderson,-153.0,143.0
2011-11-19,Wanderlei Silva,Cung Le,180.0,-220.0
2011-11-19,Urijah Faber,Brian Bowles,-174.0,164.0
2011-11-19,Stephan Bonnar,Kyle Kingsbury,138.0,-148.0
2011-11-19,Ryan Bader,Jason Brilz,-385.0,345.0
2011-11-19,Michael McDonald,Alex Soto,-410.0,365.0
2011-11-19,Tom Lawlor,Chris Weidman,300.0,-330.0
2011-11-19,Gleison Tibau,Rafael Dos Anjos,-155.0,145.0
2011-11-19,Miguel Torres,Nick Pace,-410.0,365.0
2011-11-19,Matt Brown,Seth Baczynski,-135.0,125.0
2011-11-19,Danny Castillo,Shamar Bailey,-375.0,335.0
2011-12-03,Michael Bisping,Jason Miller,-192.0,177.0
2011-12-03,Diego Brandao,Dennis Bermudez,-320.0,290.0
2011-12-03,TJ Dillashaw,John Dodson,-215.0,195.0
2011-12-03,Tony Ferguson,Yves Edwards,-350.0,318.0
2011-12-03,Louis Gaudinot,Johnny Bedford,205.0,-225.0
2011-12-03,Marcus Brimage,Stephen Bass,104.0,-114.0
2011-12-03,Dustin Pague,John Albert,-225.0,205.0
2011-12-03,Roland Delorme,Josh Ferguson,-105.0,-115.0
2011-12-03,Steven Siler,Josh Clopton,-160.0,150.0
2011-12-03,Bryan Caraway,Dustin Neace,-405.0,360.0
2011-12-10,Jon Jones,Lyoto Machida,-475.0,420.0
2011-12-10,Tito Ortiz,Rogerio Nogueira,245.0,-265.0
2011-12-10,Claude Patrick,Brian Ebersole,-110.0,100.0
2011-12-10,Mark Hominick,Chan Sung Jung,-560.0,475.0
2011-12-10,Krzysztof Soszynski,Igor Pokrajac,-255.0,235.0
2011-12-10,Frank Mir,Minotauro Nogueira,-210.0,190.0
2011-12-10,John Makdessi,Dennis Hallman,-152.0,142.0
2011-12-10,Walel Watson,Yves Jabouin,145.0,-155.0
2011-12-10,Mark Bocek,Nik Lentz,-142.0,132.0
2011-12-10,Mitch Clarke,John Cholish,315.0,-345.0
2011-12-10,Rich Attonito,Jake Hecht,-230.0,210.0
2011-12-10,Jared Hamman,Costas Philippou,-176.0,166.0
2011-12-30,Nate Diaz,Donald Cerrone,255.0,-280.0
2011-12-30,Jon Fitch,Johny Hendricks,-225.0,205.0
2011-12-30,Vladimir Matyushenko,Alexander Gustafsson,300.0,-330.0
2011-12-30,Nam Phan,Jimy Hettes,-165.0,155.0
2011-12-30,Brock Lesnar,Alistair Overeem,130.0,-140.0
2011-12-30,Anthony Njokuani,Danny Castillo,170.0,-185.0
2011-12-30,Dong Hyun Kim,Sean Pierson,-345.0,315.0
2011-12-30,Jacob Volkmann,Efrain Escudero,-265.0,245.0
2011-12-30,Manvel Gamburyan,Diego Nunes,195.0,-215.0
2011-12-30,Ross Pearson,Junior Assuncao,-325.0,295.0
2012-01-14,Jose Aldo,Chad Mendes,-230.0,210.0
2012-01-14,Vitor Belfort,Anthony Johnson,-125.0,115.0
2012-01-14,Rousimar Palhares,Mike Massenzio,-500.0,435.0
2012-01-14,Erick Silva,Carlo Prater,-530.0,455.0
2012-01-14,Edson Barboza,Terry Etim,-305.0,275.0
2012-01-14,Gabriel Gonzaga,Ednaldo Oliveira,-140.0,130.0
2012-01-14,Iuri Alcantara,Michihiro Omigawa,-192.0,177.0
2012-01-14,Ricardo Funch,Mike Pyle,455.0,-530.0
2012-01-14,Felipe Arantes,Antonio Carvalho,155.0,-165.0
2012-01-14,Thiago Tavares,Sam Stout,-125.0,115.0
2012-01-20,Mike Easton,Jared Papazian,-430.0,380.0
2012-01-20,Melvin Guillard,Jim Miller,140.0,-150.0
2012-01-20,Duane Ludwig,Josh Neer,155.0,-165.0
2012-01-20,Pat Barry,Christian Morecraft,-200.0,185.0
2012-01-20,Fabricio Camoes,Tommy Hayden,-310.0,280.0
2012-01-20,Kamal Shalorus,Khabib Nurmagomedov,100.0,-110.0
2012-01-20,Charlie Brenneman,Daniel Roberts,-360.0,325.0
2012-01-20,Joseph Sandoval,Nick Denis,250.0,-275.0
2012-01-20,Daniel Pineda,Pat Schilling,-140.0,130.0
2012-01-20,Jorge Rivera,Eric Schafer,135.0,-145.0
2012-01-28,Rashad Evans,Phil Davis,-191.0,176.0
2012-01-28,Chael Sonnen,Michael Bisping,-380.0,340.0
2012-01-28,Demian Maia,Chris Weidman,142.0,-152.0
2012-01-28,Evan Dunham,Nik Lentz,-355.0,320.0
2012-01-28,Mike Russow,Jon Olav Einemo,-105.0,-105.0
2012-01-28,Cub Swanson,George Roop,110.0,-130.0
2012-01-28,Charles Oliveira,Eric Wisely,-560.0,475.0
2012-01-28,Michael Johnson,Shane Roller,225.0,-245.0
2012-01-28,Joey Beltran,Lavar Johnson,-170.0,160.0
2012-01-28,Chris Camozzi,Dustin Jacoby,-145.0,135.0
2012-02-04,Nick Diaz,Carlos Condit,-190.0,175.0
2012-02-04,Roy Nelson,Fabricio Werdum,140.0,-150.0
2012-02-04,Josh Koscheck,Mike Pierce,-270.0,248.0
2012-02-04,Renan Barao,Scott Jorgensen,-215.0,195.0
2012-02-04,Ed Herman,Clifford Starks,-220.0,200.0
2012-02-04,Dan Stittgen,Stephen Thompson,290.0,-320.0
2012-02-04,Alex Caceres,Edwin Figueroa,115.0,-125.0
2012-02-04,Matt Brown,Chris Cope,-335.0,305.0
2012-02-04,Matthew Riddle,Henry Martinez,-365.0,328.0
2012-02-04,Rafael Natal,Michael Kuiper,-152.0,142.0
2012-02-04,Dustin Poirier,Max Holloway,-515.0,445.0
2012-02-15,Aaron Simpson,Ronny Markes,130.0,-140.0
2012-02-15,Diego Sanchez,Jake Ellenberger,320.0,-355.0
2012-02-15,Stefan Struve,Dave Herman,101.0,-111.0
2012-02-15,Stipe Miocic,Philip De Fries,-515.0,410.0
2012-02-15,Tim Means,Bernardo Magalhaes,115.0,-125.0
2012-02-15,Ivan Menjivar,John Albert,-240.0,220.0
2012-02-15,Jonathan Brookins,Vagner Rocha,-165.0,155.0
2012-02-15,Anton Kuivanen,Justin Salas,130.0,-140.0
2012-02-15,TJ Dillashaw,Walel Watson,-255.0,235.0
2012-02-25,Frankie Edgar,Benson Henderson,-130.0,120.0
2012-02-25,Rampage Jackson,Ryan Bader,-145.0,135.0
2012-02-25,Mark Hunt,Cheick Kongo,255.0,-280.0
2012-02-25,Yoshihiro Akiyama,Jake Shields,315.0,-345.0
2012-02-25,Yushin Okami,Tim Boetsch,-410.0,365.0
2012-02-25,Hatsu Hioki,Bart Palaszewski,-185.0,170.0
2012-02-25,Takanori Gomi,Eiji Mitsuoka,-250.0,230.0
2012-02-25,Norifumi Yamamoto,Vaughan Lee,-290.0,260.0
2012-02-25,Riki Fukuda,Steve Cantwell,-310.0,280.0
2012-02-25,Takeya Mizugaki,Chris Cariaso,-290.0,260.0
2012-02-25,Tiequan Zhang,Issei Tamura,-196.0,181.0
2012-02-25,Anthony Pettis,Joe Lauzon,-285.0,258.0
2012-03-02,Thiago Alves,Martin Kampmann,-145.0,135.0
2012-03-02,Joseph Benavidez,Yasuhiro Urushitani,-870.0,680.0
2012-03-02,Court McGee,Costas Philippou,-125.0,115.0
2012-03-02,James Te Huna,Aaron Rosa,-345.0,315.0
2012-03-02,TJ Waldburger,Jake Hecht,-140.0,120.0
2012-03-02,Cole Miller,Steven Siler,-460.0,410.0
2012-03-02,Oli Thompson,Shawn Jordan,200.0,-220.0
2012-03-02,Anthony Perosh,Nick Penner,135.0,-145.0
2012-03-02,Kyle Noke,Andrew Craig,-255.0,235.0
2012-03-02,Mackens Semerzier,Daniel Pineda,-145.0,135.0
2012-04-14,Alexander Gustafsson,Thiago Silva,-260.0,240.0
2012-04-14,Brian Stann,Alessio Sakara,-380.0,340.0
2012-04-14,Paulo Thiago,Siyar Bahadurzada,-150.0,140.0
2012-04-14,DaMarques Johnson,John Maguire,170.0,-185.0
2012-04-14,Dennis Siver,Diego Nunes,170.0,-185.0
2012-04-14,Cyrille Diabate,Tom DeBlass,177.0,-192.0
2012-04-14,Francis Carmont,Magnus Cedenblad,-290.0,260.0
2012-04-14,Reza Madadi,Yoislandy Izquierdo,-250.0,230.0
2012-04-14,Simeon Thoresen,Besam Yousef,-325.0,295.0
2012-04-14,Jason Young,Eric Wisely,-170.0,160.0
2012-04-14,Papy Abedi,James Head,-185.0,170.0
2012-04-14,Brad Pickett,Damacio Page,-280.0,255.0
2012-04-21,Mark Hominick,Eddie Yagin,-480.0,423.0
2012-04-21,Jon Jones,Rashad Evans,-510.0,440.0
2012-04-21,Rory MacDonald,Che Mills,-660.0,540.0
2012-04-21,Brendan Schaub,Ben Rothwell,-215.0,195.0
2012-04-21,Miguel Torres,Michael McDonald,-105.0,-105.0
2012-04-21,Mark Bocek,John Alessio,-290.0,260.0
2012-04-21,Matt Brown,Stephen Thompson,200.0,-220.0
2012-04-21,John Makdessi,Anthony Njokuani,200.0,-220.0
2012-04-21,Mac Danzig,Efrain Escudero,-135.0,125.0
2012-04-21,Keith Wisniewski,Chris Clements,135.0,-145.0
2012-04-21,Marcus Brimage,Maximo Blanco,215.0,-235.0
2012-04-21,Travis Browne,Chad Griggs,-300.0,270.0
2012-05-05,Nate Diaz,Jim Miller,150.0,-160.0
2012-05-05,Josh Koscheck,Johny Hendricks,123.0,-133.0
2012-05-05,Rousimar Palhares,Alan Belcher,-210.0,190.0
2012-05-05,Pat Barry,Lavar Johnson,-150.0,140.0
2012-05-05,Tony Ferguson,Michael Johnson,-315.0,285.0
2012-05-05,John Dodson,Tim Elliott,-510.0,440.0
2012-05-05,Louis Gaudinot,John Lineker,245.0,-265.0
2012-05-05,Danny Castillo,John Cholish,140.0,-150.0
2012-05-05,Dennis Bermudez,Pablo Garza,-110.0,100.0
2012-05-05,Roland Delorme,Nick Denis,240.0,-280.0
2012-05-05,Mike Massenzio,Karlos Vemola,-130.0,110.0
2012-05-05,John Hathaway,Pascal Krauss,-185.0,170.0
2012-05-15,Chan Sung Jung,Dustin Poirier,290.0,-350.0
2012-05-15,Igor Pokrajac,Fabio Maldonado,130.0,-140.0
2012-05-15,Donald Cerrone,Jeremy Stephens,-220.0,200.0
2012-05-15,Yves Jabouin,Jeff Hougland,-305.0,275.0
2012-05-15,Jason MacDonald,Tom Lawlor,200.0,-220.0
2012-05-15,Amir Sadollah,Jorge Lopez,-105.0,-105.0
2012-05-15,Cody McKenzie,Marcus LeVesseur,170.0,-185.0
2012-05-15,Alex Soto,Francisco Rivera,215.0,-235.0
2012-05-15,Jeff Curran,Johnny Eduardo,110.0,-120.0
2012-05-15,Brad Tavares,Dongi Yang,-160.0,150.0
2012-05-15,TJ Grant,Carlo Prater,-430.0,380.0
2012-05-15,Rafael Dos Anjos,Kamal Shalorus,-365.0,328.0
2012-05-26,Junior Dos Santos,Frank Mir,-475.0,420.0
2012-05-26,Cain Velasquez,Antonio Silva,-400.0,355.0
2012-05-26,Roy Nelson,Dave Herman,-162.0,152.0
2012-05-26,Stipe Miocic,Shane del Rosario,-170.0,150.0
2012-05-26,Diego Brandao,Darren Elkins,-260.0,240.0
2012-05-26,Stefan Struve,Lavar Johnson,-130.0,120.0
2012-05-26,Jason Miller,CB Dollaway,-155.0,145.0
2012-05-26,Dan Hardy,Duane Ludwig,-130.0,120.0
2012-05-26,Jacob Volkmann,Paul Sass,-190.0,175.0
2012-05-26,Kyle Kingsbury,Glover Teixeira,215.0,-235.0
2012-05-26,Mike Brown,Daniel Pineda,-118.0,108.0
2012-05-26,Edson Barboza,Jamie Varner,-540.0,460.0
2012-06-01,Jonathan Brookins,Charles Oliveira,185.0,-200.0
2012-06-01,Jake Ellenberger,Martin Kampmann,-178.0,167.0
2012-06-01,Michael Chiesa,Al Iaquinta,240.0,-260.0
2012-06-01,Max Holloway,Pat Schilling,-140.0,130.0
2012-06-01,Joe Proctor,Jeremy Larsen,-280.0,255.0
2012-06-01,Daron Cruickshank,Chris Tickle,-174.0,164.0
2012-06-01,Myles Jury,Chris Saunders,-310.0,280.0
2012-06-01,Cristiano Marcello,Sam Sicilia,177.0,-192.0
2012-06-01,John Albert,Erik Perez,-185.0,170.0
2012-06-01,Justin Lawrence,John Cofer,-345.0,315.0
2012-06-08,Eddie Wineland,Scott Jorgensen,150.0,-160.0
2012-06-08,Demetrious Johnson,Ian McCall,-110.0,100.0
2012-06-08,Erick Silva,Charlie Brenneman,-185.0,170.0
2012-06-08,Mike Pyle,Josh Neer,-190.0,175.0
2012-06-08,Mike Pierce,Carlos Eduardo Rocha,-230.0,190.0
2012-06-08,Buddy Roberts,Caio Magalhaes,-130.0,120.0
2012-06-08,Leonard Garcia,Matt Grice,-125.0,115.0
2012-06-08,Dustin Pague,Jared Papazian,150.0,-160.0
2012-06-08,Tim Means,Justin Salas,-130.0,120.0
2012-06-08,Henry Martinez,Bernardo Magalhaes,-230.0,210.0
2012-06-08,Jake Hecht,Sean Pierson,-155.0,145.0
2012-06-08,Seth Baczynski,Lance Benoist,-105.0,-105.0
2012-06-22,Gray Maynard,Clay Guida,-220.0,200.0
2012-06-22,Sam Stout,Spencer Fisher,-355.0,320.0
2012-06-22,Brian Ebersole,TJ Waldburger,-230.0,190.0
2012-06-22,Ross Pearson,Cub Swanson,-215.0,195.0
2012-06-22,Hatsu Hioki,Ricardo Lamas,-165.0,155.0
2012-06-22,Rick Story,Brock Jardine,-370.0,330.0
2012-06-22,Steven Siler,Joey Gambino,110.0,-120.0
2012-06-22,Nick Catone,Chris Camozzi,-210.0,190.0
2012-06-22,Matt Brown,Luis Ramos,-155.0,145.0
2012-06-22,Dan Miller,Ricardo Funch,-330.0,300.0
2012-06-22,Ken Stone,Dustin Pague,140.0,-150.0
2012-06-22,Ramsey Nijem,CJ Keith,-150.0,140.0
2012-06-23,Wanderlei Silva,Rich Franklin,125.0,-135.0
2012-06-23,Cezar Ferreira,Sergio Moraes,-315.0,258.0
2012-06-23,Godofredo Pepey,Rony Jason,240.0,-260.0
2012-06-23,Fabricio Werdum,Mike Russow,-475.0,420.0
2012-06-23,Delson Heleno,Francisco Trinaldo,-120.0,110.0
2012-06-23,Anistavio Medeiros,Rodrigo Damm,185.0,-200.0
2012-06-23,Iuri Alcantara,Hacran Dias,-178.0,167.0
2012-06-23,Marcos Vinicius,Wagner Campos,-260.0,240.0
2012-06-23,Thiago Perpetuo,Leonardo Mafra,-115.0,105.0
2012-06-23,John Teixeira,Hugo Viana,185.0,-200.0
2012-07-07,Rafaello Oliveira,Yoislandy Izquierdo,170.0,-185.0
2012-07-07,John Alessio,Shane Roller,140.0,-150.0
2012-07-07,Costas Philippou,Riki Fukuda,-190.0,175.0
2012-07-07,Gleison Tibau,Khabib Nurmagomedov,-153.0,143.0
2012-07-07,Melvin Guillard,Fabricio Camoes,-290.0,260.0
2012-07-07,Ivan Menjivar,Mike Easton,-115.0,105.0
2012-07-07,Chad Mendes,Cody McKenzie,-705.0,570.0
2012-07-07,Dong Hyun Kim,Demian Maia,-143.0,133.0
2012-07-07,Cung Le,Patrick Cote,185.0,-200.0
2012-07-07,Forrest Griffin,Tito Ortiz,-300.0,270.0
2012-07-07,Anderson Silva,Chael Sonnen,-280.0,255.0
2012-07-11,Mark Munoz,Chris Weidman,130.0,-140.0
2012-07-11,Aaron Simpson,Kenny Robertson,-330.0,300.0
2012-07-11,Karlos Vemola,Francis Carmont,190.0,-210.0
2012-07-11,TJ Dillashaw,Vaughan Lee,-415.0,370.0
2012-07-11,James Te Huna,Joey Beltran,-380.0,340.0
2012-07-11,Damacio Page,Alex Caceres,110.0,-120.0
2012-07-11,Chris Cariaso,Josh Ferguson,-355.0,295.0
2012-07-11,Rafael Natal,Andrew Craig,130.0,-140.0
2012-07-11,Marcelo Guimaraes,Dan Stittgen,-395.0,350.0
2012-07-11,Raphael Assuncao,Issei Tamura,-190.0,175.0
2012-07-11,Rafael Dos Anjos,Anthony Njokuani,-190.0,175.0
2012-07-21,Hector Lombard,Tim Boetsch,-310.0,280.0
2012-07-21,Cheick Kongo,Shawn Jordan,-125.0,115.0
2012-07-21,Brian Ebersole,James Head,-325.0,295.0
2012-07-21,Urijah Faber,Renan Barao,150.0,-160.0
2012-07-21,Anthony Perosh,Ryan Jimmo,210.0,-230.0
2012-07-21,Court McGee,Nick Ring,-125.0,115.0
2012-07-21,Mitch Clarke,Anton Kuivanen,155.0,-165.0
2012-07-21,Bryan Caraway,Mitch Gagnon,-220.0,200.0
2012-07-21,Antonio Carvalho,Daniel Pineda,235.0,-255.0
2012-08-04,John Moraga,Ulysses Gomez,110.0,-120.0
2012-08-04,Manvel Gamburyan,Michihiro Omigawa,-190.0,175.0
2012-08-04,Philip De Fries,Oli Thompson,-210.0,190.0
2012-08-04,Josh Grispi,Rani Yahya,-200.0,185.0
2012-08-04,Mike Swick,DaMarques Johnson,-220.0,200.0
2012-08-04,Joe Lauzon,Jamie Varner,-115.0,105.0
2012-08-04,Lyoto Machida,Ryan Bader,-275.0,250.0
2012-08-04,Mauricio Rua,Brandon Vera,-400.0,355.0
2012-08-04,Cole Miller,Nam Phan,-140.0,130.0
2012-08-11,Justin Lawrence,Max Holloway,150.0,-160.0
2012-08-11,Benson Henderson,Frankie Edgar,-185.0,170.0
2012-08-11,Donald Cerrone,Melvin Guillard,-335.0,305.0
2012-08-11,Yushin Okami,Buddy Roberts,-660.0,540.0
2012-08-11,Dennis Bermudez,Tommy Hayden,-315.0,285.0
2012-08-11,Ken Stone,Erik Perez,155.0,-165.0
2012-08-11,Nik Lentz,Eiji Mitsuoka,-500.0,435.0
2012-08-11,Jared Hamman,Michael Kuiper,145.0,-155.0
2012-08-11,Dustin Pague,Chico Camus,-155.0,145.0
2012-09-22,Kyle Noke,Charlie Brenneman,195.0,-215.0
2012-09-22,Jon Jones,Vitor Belfort,-840.0,660.0
2012-09-22,Joseph Benavidez,Demetrious Johnson,-245.0,225.0
2012-09-22,Michael Bisping,Brian Stann,-200.0,185.0
2012-09-22,Cub Swanson,Charles Oliveira,215.0,-235.0
2012-09-22,Matt Hamill,Roger Hollett,-340.0,310.0
2012-09-22,TJ Grant,Evan Dunham,115.0,-125.0
2012-09-22,Sean Pierson,Lance Benoist,200.0,-220.0
2012-09-22,Jimy Hettes,Marcus Brimage,-400.0,355.0
2012-09-22,Seth Baczynski,Simeon Thoresen,-115.0,105.0
2012-09-22,Mitch Gagnon,Walel Watson,164.0,-174.0
2012-09-22,Igor Pokrajac,Vinny Magalhaes,-155.0,145.0
2012-09-29,Paul Sass,Matt Wiman,-110.0,110.0
2012-09-29,Dan Hardy,Amir Sadollah,-230.0,210.0
2012-09-29,Brad Pickett,Yves Jabouin,-156.0,146.0
2012-09-29,John Hathaway,John Maguire,-255.0,235.0
2012-09-29,Stefan Struve,Stipe Miocic,155.0,-165.0
2012-09-29,Kyle Kingsbury,Jimi Manuwa,225.0,-245.0
2012-09-29,Andy Ogle,Akira Corassani,-155.0,145.0
2012-09-29,Tom Watson,Brad Tavares,150.0,-160.0
2012-09-29,DaMarques Johnson,Gunnar Nelson,310.0,-340.0
2012-09-29,Che Mills,Duane Ludwig,-230.0,210.0
2012-09-29,Jason Young,Robert Peralta,-115.0,105.0
2012-10-05,Travis Browne,Antonio Silva,-185.0,170.0
2012-10-05,Jake Ellenberger,Jay Hieron,-310.0,280.0
2012-10-05,John Dodson,Jussier Formiga,-255.0,235.0
2012-10-05,Josh Neer,Justin Edwards,-280.0,255.0
2012-10-05,Bart Palaszewski,Diego Nunes,177.0,-192.0
2012-10-05,Aaron Simpson,Mike Pierce,135.0,-145.0
2012-10-05,Marcus LeVesseur,Carlo Prater,-155.0,145.0
2012-10-05,Jacob Volkmann,Shane Roller,-170.0,160.0
2012-10-05,Darren Uyenoyama,Phil Harris,-300.0,270.0
2012-10-05,Michael Johnson,Danny Castillo,-185.0,170.0
2012-10-13,Anderson Silva,Stephan Bonnar,-1000.0,800.0
2012-10-13,Minotauro Nogueira,Dave Herman,-210.0,190.0
2012-10-13,Glover Teixeira,Fabio Maldonado,-475.0,420.0
2012-10-13,Jon Fitch,Erick Silva,177.0,-192.0
2012-10-13,Phil Davis,Wagner Prado,-355.0,320.0
2012-10-13,Rony Jason,Sam Sicilia,-210.0,190.0
2012-10-13,Gleison Tibau,Francisco Trinaldo,-130.0,120.0
2012-10-13,Diego Brandao,Joey Gambino,-250.0,230.0
2012-10-13,Sergio Moraes,Renee Forte,-210.0,190.0
2012-10-13,Luiz Cane,Chris Camozzi,-145.0,135.0
2012-10-13,Demian Maia,Rick Story,-115.0,105.0
2012-10-13,Cristiano Marcello,Reza Madadi,135.0,-145.0
2012-11-10,Takanori Gomi,Mac Danzig,170.0,-185.0
2012-11-10,Rich Franklin,Cung Le,-450.0,400.0
2012-11-10,Dong Hyun Kim,Paulo Thiago,-320.0,290.0
2012-11-10,Tiequan Zhang,Jon Tuck,285.0,-315.0
2012-11-10,Alex Caceres,Motonobu Tezuka,-220.0,200.0
2012-11-10,Yasuhiro Urushitani,John Lineker,195.0,-215.0
2012-11-10,Riki Fukuda,Tom DeBlass,-260.0,240.0
2012-11-10,Takeya Mizugaki,Jeff Hougland,-440.0,390.0
2012-11-17,Georges St-Pierre,Carlos Condit,-300.0,270.0
2012-11-17,Johny Hendricks,Martin Kampmann,-167.0,157.0
2012-11-17,Francis Carmont,Tom Lawlor,-245.0,225.0
2012-11-17,Mark Bocek,Rafael Dos Anjos,190.0,-210.0
2012-11-17,Mark Hominick,Pablo Garza,-280.0,255.0
2012-11-17,Patrick Cote,Alessio Sakara,-210.0,190.0
2012-11-17,Cyrille Diabate,Chad Griggs,-125.0,115.0
2012-11-17,Sam Stout,John Makdessi,-200.0,185.0
2012-11-17,Antonio Carvalho,Rodrigo Damm,-205.0,188.0
2012-11-17,Matthew Riddle,John Maguire,-220.0,200.0
2012-11-17,Ivan Menjivar,Azamat Gashimov,-215.0,195.0
2012-11-17,Steven Siler,Darren Elkins,100.0,-110.0
2012-12-08,Mauricio Rua,Alexander Gustafsson,240.0,-280.0
2012-12-08,BJ Penn,Rory MacDonald,275.0,-335.0
2012-12-08,Mike Swick,Matt Brown,-140.0,120.0
2012-12-08,Yves Edwards,Jeremy Stephens,200.0,-240.0
2012-12-08,Benson Henderson,Nate Diaz,-225.0,185.0
2012-12-08,Ramsey Nijem,Joe Proctor,-230.0,190.0
2012-12-08,Daron Cruickshank,Henry Martinez,-170.0,150.0
2012-12-08,Marcus LeVesseur,Abel Trujillo,-140.0,120.0
2012-12-08,Dennis Siver,Nam Phan,-290.0,245.0
2012-12-08,Scott Jorgensen,John Albert,-280.0,240.0
2012-12-08,Raphael Assuncao,Mike Easton,250.0,-300.0
2012-12-14,George Sotiropoulos,Ross Pearson,190.0,-210.0
2012-12-14,Robert Whittaker,Bradley Scott,-235.0,215.0
2012-12-14,Colin Fletcher,Norman Parke,116.0,-126.0
2012-12-14,Hector Lombard,Rousimar Palhares,-225.0,205.0
2012-12-14,Chad Mendes,Yaotzin Meza,-1650.0,1300.0
2012-12-14,Mike Pierce,Seth Baczynski,-400.0,355.0
2012-12-14,Benny Alloway,Manuel Rodriguez,-235.0,215.0
2012-12-14,Brendan Loughnane,Mike Wilkinson,210.0,-230.0
2012-12-14,Nick Penner,Cody Donovan,-140.0,130.0
2012-12-15,Roy Nelson,Matt Mitrione,-185.0,170.0
2012-12-15,Colton Smith,Mike Ricci,270.0,-300.0
2012-12-15,Pat Barry,Shane del Rosario,220.0,-240.0
2012-12-15,Dustin Poirier,Jonathan Brookins,-270.0,248.0
2012-12-15,Mike Pyle,James Head,-130.0,120.0
2012-12-15,Mike Rio,John Cofer,100.0,-110.0
2012-12-15,Vinc Pichel,Rustam Khabilov,260.0,-290.0
2012-12-15,TJ Waldburger,Nick Catone,-105.0,-105.0
2012-12-15,Reuben Duran,Hugo Viana,-125.0,115.0
2012-12-15,Jared Papazian,Tim Elliott,175.0,-190.0
2012-12-15,Johnny Bedford,Marcos Vinicius,-265.0,245.0
2012-12-29,Yushin Okami,Alan Belcher,105.0,-115.0
2012-12-29,Junior Dos Santos,Cain Velasquez,-190.0,175.0
2012-12-29,Jim Miller,Joe Lauzon,-185.0,170.0
2012-12-29,Tim Boetsch,Costas Philippou,-145.0,135.0
2012-12-29,Chris Leben,Derek Brunson,-144.0,134.0
2012-12-29,Chris Cariaso,John Moraga,130.0,-140.0
2012-12-29,Erik Perez,Byron Bloodworth,-475.0,420.0
2012-12-29,Melvin Guillard,Jamie Varner,-140.0,130.0
2012-12-29,Michael Johnson,Myles Jury,-255.0,235.0
2012-12-29,Philip De Fries,Todd Duffee,315.0,-345.0
2012-12-29,Leonard Garcia,Max Holloway,380.0,-430.0
2012-12-29,Brad Pickett,Eddie Wineland,145.0,-155.0
2013-01-19,Vitor Belfort,Michael Bisping,-121.0,111.0
2013-01-19,Daniel Sarafian,CB Dollaway,-140.0,130.0
2013-01-19,Gabriel Gonzaga,Ben Rothwell,-115.0,105.0
2013-01-19,Thiago Tavares,Khabib Nurmagomedov,175.0,-190.0
2013-01-19,Godofredo Pepey,Milton Vieira,155.0,-165.0
